"caudate","thalamus","putamen","pallidum","bilateral_hippocampus","amygdala","accumbens.area","VentralDC","ICV"
0.00483594714461704,0.0103698237090747,0.00574981131090868,0.00268049358537092,0.00530286178489387,0.0015766068422024,0.000674849181367517,0.00599987082712669,1
0.00445086136111396,0.00737822108943257,0.00567591376310592,0.0023319834491199,0.00509459230147479,0.0018978570263464,0.000534590461704248,0.00468776368321885,1
0.00483182213053508,0.00955098540225944,0.00610923336342929,0.00229875063253687,0.00526022855473967,0.00197623078779441,0.000678104347480981,0.0055201247339763,1
0.00464115422496723,0.00956807103533518,0.00717846270877478,0.00247611282183937,0.0058863018105452,0.00231203636068524,0.000873428993545882,0.00558667029791225,1
0.00414578005506178,0.00827265119311073,0.00588704467389493,0.00221289137505157,0.00547714594024373,0.00203195496262088,0.000649617214186965,0.00470647055083336,1
0.00609814813840873,0.0127779143586615,0.00774605137407971,0.00325560083476614,0.00696727611156519,0.00248351184879377,0.000792587702213435,0.00684067674387897,1
0.00644061085904898,0.0118315128494988,0.00912242679493971,0.0031669570680038,0.00729571024442436,0.00256596560658308,0.000928042185309839,0.00741280012458058,1
0.00406310971411871,0.00819560661599588,0.0052770499719044,0.00228991140722381,0.00542750072137678,0.00178635100399419,0.000531409226169421,0.00532019887106173,1
0.00432527525018346,0.00806982868617861,0.00571237203904868,0.00250108074570772,0.00481503269393137,0.00187392462325918,0.00054014672463599,0.00481481297322982,1
0.00407864796129628,0.0074699442806754,0.00515279391797629,0.00207162937390988,0.00433749283248776,0.00131290457299373,0.000529138907663288,0.00414198661834417,1
0.00405105735602519,0.00770165577753272,0.00456750759454552,0.00192919691706123,0.00362700696984597,0.00137878928599775,0.000470577971400632,0.00420100605257101,1
0.0037736815941317,0.00708353974167711,0.00469633199360966,0.00189499996496076,0.00469255804624459,0.00176046671452415,0.000398762720179956,0.00452071055566317,1
0.00451537605942892,0.00806292840823056,0.00664218362365268,0.00225307646968878,0.00427711212476885,0.00168327430889687,0.000630301436366883,0.00478454842616586,1
0.00470734239127899,0.0102905884611812,0.00627848139059536,0.00258191259681739,0.00589366529614531,0.00216638219897917,0.00067346229229135,0.00592786055391747,1
0.00350723940730096,0.00713380101300455,0.00358965397853429,0.00155636953413351,0.00364557624430311,0.00122612371823223,0.000442998349843966,0.00343908581501727,1
0.00550362124196941,0.00869097504414369,0.00622512542968827,0.00243200560287027,0.00561735383398764,0.00201367690658574,0.000507075215552238,0.00521130926042661,1
0.00432887591074852,0.00835240984458386,0.00531833784293717,0.00231029446771385,0.00486868931295807,0.00186721990292997,0.000685135445834078,0.00571459294828188,1
0.00498618801303813,0.00724253421698941,0.00480783150663178,0.0017990884453567,0.00462726665309585,0.00165028481965497,0.000523897880798843,0.00469656978213284,1
0.00426383633200051,0.00703549969151375,0.00518359578375905,0.00232756351212962,0.00392761804437203,0.00177445048023819,0.00046189150321736,0.00456151650999618,1
0.00371577951778757,0.00815694387131333,0.00548184615738776,0.00257152218505205,0.0043402598268295,0.00172131251423021,0.00055930785591694,0.00527855321389678,1
0.00479434467172213,0.00943048486966976,0.00555540238639633,0.00216998982148166,0.00514435260033996,0.00167015862187251,0.000734282367729719,0.00510074067789298,1
0.00443174840985319,0.00791130466263231,0.00552334074723945,0.00238426912175475,0.00420047937755628,0.00144178362593333,0.000568998220268003,0.00479189685413684,1
0.00450373205258612,0.00764735771772399,0.00523013268656183,0.00260177265827689,0.00408886080610296,0.00156269974081278,0.000689707657267769,0.00506308941390942,1
0.00518044760832843,0.0116053109173088,0.00821853771854503,0.00334470662762704,0.00601054900550866,0.00255142498636521,0.000809022086916942,0.00658797482769889,1
0.00378732690487621,0.00731626537237185,0.00482546430191175,0.00186254753758866,0.0043086874271506,0.00159058445180351,0.000503613579338534,0.00485731477565755,1
0.00475224143329591,0.00926973483927045,0.00719852013541066,0.00247913750543464,0.00527901837480711,0.0020684764702498,0.000683374301477161,0.00515809205808482,1
0.00661688873198762,0.0116175543995381,0.0074821135352864,0.00295375536790492,0.00660212912260734,0.00254571175702519,0.000833872092689731,0.00643601476113484,1
0.00472422343033416,0.00905972085244362,0.00456500010877509,0.00215769854648382,0.00462573181753928,0.00164248403844528,0.000493391293541714,0.00454116686136408,1
0.00385807908001502,0.00805845521996203,0.0050514405415721,0.00222320401941522,0.00511894546533414,0.00162011817028903,0.000542739587046824,0.00485577045557905,1
0.00498085622845239,0.00849388738474478,0.00536066167818838,0.00276284204976544,0.00540703720992976,0.00219843715981315,0.000588608178415855,0.00570024114966207,1
0.00528177184429389,0.00992468754453113,0.00593969387467351,0.00290993090004443,0.00522755323006292,0.00206797838097701,0.000655911175181492,0.00589679563044681,1
0.00491086506443373,0.0106130887594028,0.0070995886803018,0.00250365718402771,0.00603296862437817,0.00239757732400862,0.000779715719069831,0.00558608205960942,1
0.00446095796890836,0.00763911161523174,0.0052172088661037,0.00213879882018453,0.0045335288941194,0.00186204622792237,0.000671198214680128,0.00442207674261569,1
0.00471542244958324,0.00840184198124764,0.00550627563082487,0.00178496975758911,0.00352179059747229,0.00136373880688039,0.000270224988741785,0.00344221514066489,1
0.00447994458310679,0.00999525481234672,0.00715351140248346,0.00261312360534554,0.00508863435862022,0.00189198664297421,0.000873271391649661,0.00485081502089776,1
0.0048821081457286,0.0103472328231586,0.00711360185142432,0.0026324037958813,0.0059464651126184,0.00245740226477311,0.000827756552344625,0.00560605023046667,1
0.00394439224067737,0.00877841122726671,0.00525959124893312,0.00232034328749335,0.00535980093735179,0.00189186536940335,0.00057135113722157,0.00508170842154213,1
0.00391385788768354,0.00796798411063297,0.00505307394451204,0.00209677803130797,0.00453206871458979,0.00159134486251686,0.000579759814420896,0.00486824555739397,1
0.00481806519301755,0.00778273851854811,0.00521225536388731,0.00200591584991567,0.00431595303053057,0.00177938468605743,0.000381155517045354,0.0048093548319311,1
0.00480975039850442,0.00935323252268696,0.00597425455831445,0.00253339439258299,0.00495575043967671,0.00194303119927952,0.000750277989357608,0.00507678783013133,1
0.00665325560407154,0.0115124682631061,0.00835356919249773,0.00330489138141502,0.00775211526806848,0.00298386116917002,0.000826366162412792,0.00616091373392319,1
0.00470864770353362,0.00882865377818419,0.00521605763695399,0.00243185492480737,0.00509527174773352,0.00200610134843911,0.000595375548372487,0.00516164028756637,1
0.0058699162105178,0.00835823158392578,0.00670107252498143,0.00273804878549578,0.00488887690238498,0.0017016801774077,0.000619430480999672,0.00497068982586344,1
0.00440240799167299,0.00851773675260604,0.00519901337295179,0.0021849851734481,0.00540797497975361,0.0021510289123428,0.000671289161850846,0.00488034692257901,1
0.00373122999813947,0.00906978438260268,0.00506980053415631,0.00283481350722843,0.00513350125087939,0.00246484922064042,0.000563369665151181,0.00500096690844107,1
0.00373524683928589,0.00810904481743744,0.00417306327343699,0.00168706839423831,0.00443793631560738,0.00175244583480966,0.000315145225714425,0.00489923670404314,1
0.0045249873891958,0.00928592962911666,0.00665380310997728,0.00274604997356632,0.00584362732520759,0.00217547074222653,0.000601018369042528,0.00560183200788044,1
0.00391238628310746,0.0092882897843439,0.00607622258065297,0.00220770937873753,0.0047885391120484,0.00191926236374099,0.00064648777616406,0.00508341629328967,1
0.00347033296760047,0.00622654792562661,0.00410767436655591,0.00174434247033458,0.0043372500077385,0.00150908525940743,0.000432000418099176,0.00390771327917457,1
0.00346844954833742,0.0087113340635242,0.00547496498976917,0.00236801967926056,0.00478081008454511,0.00178093298167842,0.000457722549150662,0.00527376498932849,1
0.00485299860914175,0.00793889507438609,0.00597889276806188,0.00240255285934997,0.00497845647142196,0.00190527661249043,0.000510625520153089,0.00520280018279141,1
