"caudate","thalamus","putamen","pallidum","bilateral_hippocampus","amygdala","accumbens.area","VentralDC","Left.Lateral.Ventricle","Right.Lateral.Ventricle","ICV"
6390.6,13635.8,7684.6,3800.8,7045.6,2653.6,785.2,7317.6,22131.6,19262.2,1726210.045
6745.3,13117.5,9113.7,3528.9,7677.5,3095.2,1132.8,7970.3,4770.5,4122.2,1427589.068
6414.7,15143.7,9591.9,3738.4,7416.7,3031.6,1043,8418,11051.6,5436.8,1700447.702
7184.5,14438.8,9753.3,3902.3,8602.4,3306.6,1113.8,8439.3,30794.5,19549.3,2007532.85
7717.3,13752.4,9601.9,3572.8,7903.5,3084.9,938.7,7500.3,7358.6,6603.9,1535157.947
6615.1,12876.1,8129.2,3641.9,7075.1,2190.4,933.9,7541.5,20092.1,25359.2,1709530.118
6515.8,14310.5,8910.4,4134.1,8443.8,3674.9,1100.1,9985.4,13940.9,12252.8,1704507.333
6386.9,11998.2,8269.6,3389.3,7414.4,2730.3,1325.6,7161.9,6370.8,6517.3,1423751.089
7924.7,14630.5,9124.2,4084.8,7858.9,3050.7,895,9042.9,10825.9,10968.7,1717014.592
7305,12996,8262.4,4191.4,7977.8,3080.8,895.5,7647,14450.9,8111.3,1476626.877
5150.8,11683.7,6863.3,2666.8,6617.6,2120.7,698.1,6917.4,10086.1,9085.1,1405846.66
6813.1,13789.7,8040.3,3652.2,8255.7,2930.7,914.5,8094.6,8296.2,11041.4,1570265.354
7779.4,14166.8,10446.7,4186.7,7940.6,3357.3,1272.7,8614.5,11987.4,10078.9,1560457.814
6912.1,14541.5,9264.4,3703.4,7427.5,3110.2,1201.9,8323.1,6247.9,5790.4,1518845.304
6523.6,12553,7875.8,3373.4,7683.7,2711.9,942.4,8269.5,14804.6,7416.6,1537424.129
7506.5,9854,7906.9,2934.8,5736.6,2390.6,581.2,5342.9,17265.9,15794.6,1475061.056
7321.4,14244.5,9647.6,3652.8,9125.4,3928.5,1056.1,8698,7921.9,6795.6,1630592.67
6906.2,13640.8,8616.5,3703.3,8193.2,3175.4,789.5,8281.7,8746.5,7518.7,1505482.866
9006.6,16157.8,11234.4,4766.8,8958.5,3528,1491.1,9500.8,16915.5,21332.4,1961345.29
8256.9,13617.8,10065.3,3824.3,7571.2,3555.6,994.1,8429.6,17787.1,16518.4,1684196.759
5615.6,14431.2,7493.1,2939.3,8642.8,2812.5,754.2,7343,11708.2,11958.8,1472015.459
7310.4,15224.8,9127.6,3803,9457.3,3248.9,1195.1,8044.2,10233.1,11714.1,1388051.806
6859.3,11389.8,8736.8,3825,6918.2,2850.1,1077.7,7151.6,13785.2,9557.3,1327545.58
6568.4,14481.4,8836.6,3782.2,8064.2,3257.7,885.5,8421.4,7491.6,8181.7,1595541.436
6856.2,15764.6,10275.1,4510.6,9732.7,3914.6,1144.2,9532.6,16623.8,10643.8,1917929.831
8091.4,16802.6,10483.3,4543.2,9826,3715.9,1133.9,10038.9,10725,15271.8,1618845.53
6191.7,14072.1,9202.4,3751.1,7932,3422.5,1037.3,7623.3,9823.1,6416.9,1443172.079
6611.3,16097.3,9606.5,3905.4,7758.4,3315.5,1182.4,8328.4,5465.2,5976.3,1601157.714
7136.1,12365.8,9733.9,3675.1,7808.2,3047.7,890.6,7762.3,35736,23655.7,1781661.244
6168.9,12130.1,10321.4,3719.5,7505.6,2836.6,1216.2,7833.2,4288.6,4349.3,1269010.827
6818.3,14877.5,10546.1,4545.9,9292.1,3472.6,1215,9780.6,6544.2,5446.1,1521579.486
8883.9,15792,9889.5,3889.7,8572.9,3257,1357.9,9680.2,11808.7,11423.9,1812243.597
7098.2,14791.2,9394.5,3774.3,8109.3,3094.8,1202.9,8240.4,8640.6,7653.4,1414999.537
5733.2,13654.1,7517.9,3762.3,7739.4,2273.1,897.5,7363.9,8302.9,7108.2,1400657.802
7374.8,15729.5,9877.4,4145.3,8281.5,4003.2,1306.3,9534.9,6475.4,5065.5,1612874.015
6636.1,13387.8,8274.3,3380.6,7783.1,2955.4,814.9,7636.5,9369.6,11434.8,1477311.267
5851.1,14676.7,10127.7,3775.6,8507.3,3200,923.9,8984.8,7856.8,6879.7,1560996.803
5781.2,11706.3,7833.5,2853.9,8533.3,2896.9,938.2,6851.2,4543.3,3043.9,1340001.203
8137.2,16040.1,10703.4,4082.6,8888.2,3638.7,1162,8855.9,8210,8514.4,1561390.399
8620.1,13550.5,10600.8,4221.6,7365.1,2697.2,738.9,7610.5,21460.2,20936.3,1660751.654
7361,14283.7,9458.7,3323.5,7196,3041.7,1239.7,7764.1,3537.7,2735.4,1275492.553
7870.7,14606,9815.9,4019.7,7724.8,2883.5,1174.4,8030.6,8637.2,8042.9,1529375.821
6679.7,13990.9,9918.2,3855.9,8615.8,3645.3,980.2,8548.3,7311,9167.7,1604193.584
6107.9,15455.1,10456,4062,9883.5,3456,1300,8424.8,5848.7,4587.9,1742498.034
6635,14908.6,9110.6,3845.6,8484.9,3553.6,1056.7,8784.2,8748.5,8781.7,1515184.866
7207.4,12302.8,8874.8,3582.8,6509.9,2990.7,752.4,6983.6,39602.7,28702.3,1825334.802
6723.1,12590.2,9496.4,3836.5,6264.5,2710.4,937.4,8541.2,6692,4591.7,1060824.232
5615.5,13953.5,8528,3428.1,7749.4,2818.2,1132.2,7658.7,4694.9,3922,1076075.893
6864,12540.1,9664.4,3733.7,8006.5,3365.3,1118.7,7351.5,5099.8,4332.2,1480654.476
6747.6,12080.6,7167.1,3354.5,5834.9,2285.8,789.5,7432,22582,23495.4,1593400.614
7735.5,17768.2,9870.3,3995.6,9381.3,3428.7,1298.8,9616.8,5201.6,5794.5,1800842.416
6884.6,12842.4,8774,3165.4,6537,2327.3,850.4,7044.4,12907.4,9220.3,1498981.203
7448.4,12807.2,8478.6,3145.3,6400.7,2455.5,806,6763.1,17195.4,15467.6,1538845.216
5834.5,11921.5,6327.4,3287,6014.6,2468.2,742.8,7005.7,24836,12648.9,1667711.935
5811.9,13186.7,9172.5,3543.9,7527.8,2764.2,1130,7221.7,9956.2,6030.8,1350573.508
6146,13992.8,7833.2,3304,7373.8,2508.7,890.2,7173.1,3236.3,3472.3,1060634.274
6681.1,16290.1,9296.1,3848.7,8199.1,2725.9,884.6,8074.9,8565.7,10934.1,1614860.204
6360.7,13130.7,7474,3259.7,6678.2,2475.3,618,7378.3,13834.7,14089.1,1485109.424
6595.9,12958.3,9824.9,3875.1,7959.8,2761.1,1016.9,8081.7,6845.9,7037.1,1365221.583
5705.1,11659.1,5274.8,2466.7,5868.7,2992,605.1,6066.3,20504.8,16315.5,1372451.461
8402.7,16411.8,10923.6,4432.1,9155.4,3813.8,1112.7,9478.8,5233.8,4772.9,1633787.192
6974.8,12469.7,8064.5,2954.2,7418.6,2655.7,844.5,6561,22414.3,19417.2,1700921.678
6202.9,13336.6,9163.4,3416.1,7823.3,2679.7,914.6,7344.9,9433.9,8357.7,1211882.693
6779.4,12543.9,9491.2,3300.6,8315.3,3338.1,982.8,8272,21340.2,18849.8,1859478.819
7231.7,13984.5,9765.8,3876.7,8666.3,3364.2,1349.6,7310.5,4764.2,3881.3,1403779.558
7040.6,11193.6,7470.3,2824.7,5373.4,1991.6,575.6,7121,18393.9,13596.6,1530105.122
8262.7,12706.8,9044.4,4089.3,8049.1,3010.1,832.9,7640.8,14744,12806.1,1607562.89
5520.2,12802.8,8707.4,2911,6968.7,2911.7,838.4,6878.5,6799.7,4103.3,1344248.082
7989.5,14966.4,9255.7,3274.9,7313.9,3315.9,1016.6,8785.1,14993.6,13264.3,1724984.489
6574.6,10535.7,7198.5,3013.8,6701.9,2380.5,647.6,6915.5,21894,18245.2,1551992.804
7103,11995.5,8975.3,3419.5,6560.5,2527.7,777.6,7281.6,22351.4,16288.7,1624090.029
7848.2,11972.3,7744.6,3403.7,6485.6,2340.7,783.9,7606.9,18904.3,13627.1,1596849.196
7390.4,13511.3,9749.3,3447.6,7094.9,3298.4,883.7,7552.5,11454.4,8001.7,1411519.458
6615.1,13089.5,8057.5,3307.1,7882.8,2715.5,830.7,7946.7,23199.2,27349.8,1727934.891
6001,12960.2,9631.4,3320.4,8517.7,3242,1030.6,7249.5,5444.4,5621.3,1460312.274
7920.6,14736.6,9793.3,4075.6,8991.7,3379.9,1114.5,8404.5,10663.7,15043.8,1531569.544
6387.7,13064.7,8067.1,3478.9,7857.1,3281.4,1074.2,7377.1,14918.3,10073.5,1521306.673
5834,13449.6,8784.3,3531.8,7944.1,3146.5,1045.7,8056,6338.8,5518.3,1167630.689
7124.7,14586.3,9582.3,3273.4,8340,3646.9,1204.2,8643.9,7626.1,5174.6,1610160.051
8384.1,13926.4,10029,3760.3,7450.7,2782.5,1008.2,7973.9,10737.4,9269,1530459.785
7972.4,15214.9,7960.1,4063.6,7899.2,3444.5,1135.7,7847.4,23977.7,17488,1771841.655
6362.7,14280,11171.2,4121.4,9134.2,4021.2,950.2,8983.3,11242.1,5213.2,1546132.561
6202.8,12476.5,8502.5,3051.7,7561.8,2587.6,869.7,7393.2,6501.6,6745.8,1158501.837
6308.7,13452.7,8142.8,3319.4,7337,2952.1,997.8,7419.9,10391.3,9498.6,1509526.563
5680,12127.8,9363,3568.4,7608.4,3028.4,817.5,8318.5,8540.7,7971,1378623.672
8121.2,13152.8,8861.7,3545.6,6797.1,2791,963.2,7788.1,17362.8,16677.2,1585852.036
5010.2,13245.1,9056.9,3231.4,6813.9,2651,912.8,7425.8,6054,3913.9,1231156.422
7222.6,15092.9,10217,4195.3,8492.1,3292.9,1274.5,9534.1,4185.9,2750,1604290.594
7312.7,15033,9716.2,4040.2,8947.8,3624.7,1357.5,9568,7802.6,7012.1,1562091.876
7105.5,15570.4,10061.4,3884.4,8096.1,2986.8,1086.6,8908.1,5173.1,4852.8,1496839.743
6763.6,15983.1,9582.4,4061.6,8112.4,3395.5,1010.9,8266.2,8607,6088.8,1586827.557
8911.8,13911.3,8343.1,3796,8216.5,3117.3,948.9,8866.7,16641.1,16131.8,1793011.488
7285,14763.6,8334.2,3667.1,8279.7,2924.5,1130.1,8475.8,9272.8,8443.3,1638377.45
8701.4,15517.3,10839.9,4345.6,8777.9,3007.4,1436.9,9253.7,8303.9,6535,1646616.111
5757.4,13987.3,9054.7,3619.3,6929.1,2819,878.7,7726.6,16257.8,14411.2,1430085.771
7765.4,14322.9,10402.5,3907.8,7654.5,3152.1,1263,8573.9,9211.3,12332.2,1559866.189
8293.1,15076,11951.4,3965.1,9331.1,4177.4,1302,9165,9454.8,8120.7,1393897.806
6601,12444.2,10957.5,3675.9,7620,2845.1,903.9,7668.2,8677,10971.2,1156164.028
8410.1,16774.2,11549.6,4018.5,8611.3,3838.8,1349.7,9434.3,4559.2,4695,1436185.58
6801.8,12083.8,7801.5,3264,8235.2,2629.5,684.8,7514.9,35399.5,28720.1,1934712.523
7001.6,12406.3,8265.2,3323.1,6898.4,2104.9,374.7,7363.3,29205.6,19824.8,1713343.665
7004.3,14739.2,9439,3826,8031.8,2964.9,910.3,7187.2,14331.4,11068.7,1595656.255
5330,12114.6,7667.5,3316.8,7534.5,2414,786.9,7611.1,15198.5,13199.3,1519733.605
6400.8,10267.6,7873.6,3026.3,7302.6,2856.4,926.8,6938.4,12532.7,12144.2,1407351.202
5064,12415.6,8665.5,3177.9,7207.9,2364.6,831.2,7114.7,5423.5,4262.7,1229678.985
6101.9,13915,10006.8,3421,8433.9,3346.3,1098.2,7655.9,9097.4,5855.5,1600861.894
6811.1,14003.4,9224.4,3635.5,8032.7,2763.5,1058.8,8317.2,4597.1,3802,1087198.683
6592.8,13438.4,9206.4,3786.8,7956.9,3054.1,1098.5,7969.4,8664.2,8431.4,1443352.313
6407.9,14896.6,8728.7,3666.7,8527.9,3248,938,8134.8,10080.8,13072.5,1598773.409
8305.3,13823.3,9100.7,3929.6,7994.8,3000.9,948,7851.6,13761.8,11023.5,1554308.556
6822.1,14660.6,8494.8,3555.2,8666.7,3122.8,1146.2,8622,11769.8,10359.3,1702086.853
7734.2,14776.1,9258.1,3712.5,8768,2889.6,857.6,8136.8,29039.7,24518,1727359.559
6992.5,12824,7187.4,3153.4,6176.9,2297.7,695.5,7407.1,19452.2,27917.1,1625277.871
6159,12223.6,8449,2916.9,6156,2245.9,919.7,7850.6,16336.8,14784.9,1517200.688
9050.7,15717.3,9586.3,4195,7454,3331.9,839.7,8401.4,44308.1,33670.9,2000461.2
6501.2,13576.5,9829.4,3686.7,7411.9,2917.2,941.4,7966.5,13014.1,8485.9,1498180.168
7113.9,13350,8572.4,3410.8,7347.6,2565.4,1002.6,7711.3,7872.2,9663.1,1474033.511
8168.3,12033.3,8648.2,3631.4,7629.9,2741.9,928.8,7772.4,9840.6,10814.8,1447626.848
6436.4,12902.7,8125.4,3047.1,7023.5,2465.9,813.5,6838.4,14786.9,16901.2,1565662.735
6662.1,11986.7,9988.2,3919.3,7034.5,2926.5,1051.5,6912,10568.8,9727.2,1156370.111
7793.5,13291.3,8226,3685.1,7219,2657.8,914.3,7379.4,16167.2,17406.2,1672211.499
7301.5,14437.6,9815.3,3906.5,8840.6,3376.2,1092.9,9113.6,7641.6,6090.5,1528687.683
8136.5,17332.1,10920.3,4288.5,7741.7,3020.9,1151.1,9560.8,3789.3,4722.7,1640953.934
7579.1,12320.3,7899.9,3777.5,6712.1,2794.4,844.6,6526.3,21996.3,20735.7,1457752.44
7582.2,12804.9,8654.3,3587.6,6120.7,2287.5,672.3,7763.5,16952.4,17595.2,1645985.88
7903.9,13697.7,9414,4270.7,8209.1,2900.8,1097.8,8119.9,12679.1,10509.4,1555663.889
7850.2,18927.5,11397.4,4380,9554.4,3531.3,1077.3,10686.3,6026.5,4795.9,1825300.143
6819,14213.1,9185.2,3832.8,8644.6,3173.2,942.6,8816.3,11528,10593.9,1663799.567
5566.9,13264.7,7410.3,3154.7,9726.5,3846,1115.3,9013.7,5883.5,5428.5,1633747.666
5320,12759.8,7825.7,3285.5,6773.3,2518.8,1049.8,6927.5,4243.3,3210.1,1166104.464
7288.3,13606.3,8378,3492.3,7077,2863.4,949.5,7648.2,26025.8,29393.1,1544219.368
6178,12958.5,6688.8,3303.3,6622.6,2254.6,760.1,7755.5,18567.6,24083.4,1664211.636
8287.5,10964.4,8952.9,3238.8,6621.3,2336.5,801.6,6714.3,16007.8,12599.8,1478056.046
5411.1,11210.2,7962.8,3047.2,7163.1,2572.2,1038.5,6354,4509.8,4558,1048574.789
6558.1,11617,6955.1,3699,6938.9,2250.7,587.7,7301.7,20303.1,17913.6,1646617.936
6097.8,11941,8445.3,3537.4,7097.4,2616.4,1052.1,7129.8,4013.1,3865.8,973888.259
5056.4,11814.8,6672.1,2692.6,6741,2342.4,767.3,6047,6523.4,4203.1,889378.8805
6587.2,12905.7,9334.4,3639.7,8498.9,3310.3,874.5,6959,14307.1,12436.6,1475944.854
6791.4,12014.4,7721,3612,7348.7,3145.4,1115.2,6468.4,6112.2,5990.5,1219702.337
7490.2,12426.7,7977.7,3247,7400.4,2977.1,961.1,7238.2,27774.3,31116.4,1637916.345
7095,12190.1,8224.1,3372.3,6615,2455.4,658,6305.1,10357.3,10316.2,1317894.753
7632.3,14290.8,9228.2,3976.9,9018.1,3115.7,1082,8471.9,5038.6,4913,1403646.564
7361.6,13335,7537.7,3819.8,7365.8,2699.5,827,8081.5,17814.3,13975.8,1642893.809
9718.1,12471.4,9087.5,3862.4,6824.1,2242.2,786.7,7174.5,41625.4,35747.5,1598211.148
7081.8,12531.4,7583.9,3329.5,7043,2720.8,1005.2,6713.6,13724.1,9717.4,1432612.071
7230.9,14184.1,10220.2,3676.7,8364.4,3342,849.5,8380.5,11603,9199.7,1510979.922
6219.8,13640.1,9559.7,3667.2,7802.5,3172.5,935.2,8113.4,7275.4,6641.1,1437619.576
6904.1,13358.8,8524.3,3467.6,7971.4,2620.8,883.1,7736.7,19778.7,16389.8,1577223.444
10094.2,13831,11460.5,4338.4,7783.9,3334.4,824.6,7849.3,31702.5,30964.6,1879355.649
6115.2,13698,7509.7,3616.7,7631.8,2881.7,851.2,9031.5,14479.7,12262.6,1572862.89
6181.8,12401.1,8696.7,3513,6585.8,2654.5,776.3,7340.6,11064.5,10859.9,1331410.934
7481.6,14043.5,10125.9,3815.5,7945.2,2846.1,894.5,8061.9,22369.2,23856.4,1580759.303
5717.5,13950.6,9208.2,4127.4,7599.9,2949.3,1069.5,7716.6,4226.7,2897.6,1219972.041
10528,11162.6,13009.2,3121.9,6651.6,2729.2,816.1,6854.4,14156.1,15096.3,1425505.204
6731.6,14346.2,9785,3813.2,8796.3,3346.8,888.6,8436.3,24345.2,17244.2,1831533.664
6630.8,13964.7,7866.5,3580.5,8103,3232.8,942.2,7525.1,12378.6,8059.7,1462351.207
7823.7,14570.3,9567,3987.9,8559,3200.3,1210.8,8582.5,6070.3,4952.6,1549693.054
8261.1,15371,11147.5,4277.9,8884.1,3525.4,1275.1,8350.7,9922.5,13315.2,1629782.825
7241,12639.6,7750.6,3379.3,6680.7,2960.6,888.5,7593.5,28218.4,30512.4,1659325.553
6249.6,14908.7,8080.5,3421.4,8106.1,3012.1,806.3,7752.6,8979,7746.6,1517935.481
6684.6,13715.3,9523.8,3722,7979.9,2804.8,1125.3,8419.9,6529.7,6380.7,1546888.477
5789.4,16464.8,10816.5,4138.8,8978,3324,1048.1,8885.5,4118.9,4008,1593324.179
8745.8,14246.9,9407.7,3780.9,7256.6,2637.4,931.4,7772.8,29819.4,27695.9,1828956.629
7445.9,13119.5,8720.8,3997.3,6729.1,2341,834.7,7685.9,21037.1,22761.9,1757199.334
6243.4,13129.4,8764.4,3267.8,8309.9,3260.7,980.5,7589.3,4501.5,3905.3,1479610.954
7939.4,12820.6,9617.9,4328.2,7827.3,2914.1,738.1,6999.6,13245.6,13366,1668244.296
7354.1,14167.9,9718.3,4095.7,8469.9,3563.2,1055.6,9452.1,17819.2,16619.9,1788848.599
7943.9,15691.6,11254,4075.3,9686.1,3239.3,1282.8,9295.9,6516.6,4905.5,1444536.937
5873.7,13297.8,8188.9,3693.2,9087.7,3282.4,835.2,8148.7,9729.5,7472.3,1633586.311
6096.9,12199.4,8493.5,3267.3,7890.4,3063.9,918.5,6911.9,9149.1,8470.1,1539518.601
6088.7,13515,8931.1,3990.9,6934.5,2688.8,719.5,7112.4,7600.8,6979.5,1331097.738
7620,16163.7,10791.7,4372.8,9278.4,3639.2,1115.3,9295.1,8480.2,9388.2,1471790.085
6673.9,12469.1,8157.9,3312.5,6605.5,2393.4,834.9,7114.7,19509.6,17958.6,1675825.99
6189.7,13377.4,9624.3,3359.4,7307.2,2918.2,842.3,8861.1,40317.8,32924.8,1619493.662
8992.1,11471.4,9679.4,3401.8,6668.2,2518.4,652.6,6822.2,18969.3,16665,1392578.027
6786.2,13935.7,9512.4,4061.1,8223.2,2950,960.1,9483.2,18760.2,16981.9,1759245.362
7646.5,15796.5,10460.2,4140.1,9122.2,3420.9,1240.2,9566.9,5538.2,5289.5,1705348.137
6920.4,13993,7974.8,3246.5,7339.7,2783.8,721.2,6811.1,21251.5,15520.3,1493877.876
7030.5,12782.2,8835.6,3258.3,6790.4,2529.8,801.4,6176,20349.4,19909,1599170.796
6676.7,13542.5,9467,3493.6,7737.7,3476.6,789.1,7778.8,11012.2,7951.3,1512503.973
6247.8,10991.7,6695.5,3025.7,5773.3,2011.7,705,6799.9,10492.6,10978.5,1380471.4
7545.9,16279.8,10023.1,4105.5,9253,3356.3,1159.8,8894.5,26416.4,25265.5,1819481.779
6057.2,13232.8,9364.6,3607.3,8376.5,3462.9,938.7,7740.2,6484.8,7485.3,1364600.053
8053.1,14861.1,8752.5,3936.2,8677.6,3668.3,1104.7,7994,14480.9,12500.6,1808184.479
6883.1,13653.1,10342.9,4153.1,7828.5,3029.5,1009.6,7236.6,8136.9,12400.1,1136416.413
6101.4,13529.9,10439.5,3721.6,7425.8,3110.9,967.6,7567.4,11583.2,11322.7,1573141.031
6869.1,16230.3,11800.6,3933.1,7902.9,3454.9,1032.5,8967,10380.6,16459,1712843.712
6579.1,10290.1,8443.5,3404.3,6700.6,2193.9,780.7,6798.2,13985,12884.1,1513918.753
5672.3,13046,9012.2,3212.1,7663.9,2944.4,938.8,8197.6,3856,3664.4,1428687.367
5959.5,12650.8,8271,3183.8,6347.8,2574.1,832.5,6606.2,28317.7,20687.3,1628123.046
6114.4,12282.3,9717.4,3483.9,8075.9,3095.7,866.7,7874.4,12955.5,15692.3,1609597.998
6829.5,12760.8,7501.5,3643.4,8173,3341.4,1102.2,8116.6,8495.9,6713,1338865.377
6422,13811.9,8747.5,3377,7499.2,3075.4,869.5,7906,7740.6,6703,1518274.509
7412.5,17317.5,10860.5,4005.7,9147.5,3617.1,1159.7,9956.8,7118.9,6249.8,1643309.468
7387,16104,8554.1,3931.4,6753.2,2951.7,915.8,8936.7,31409.9,31008.8,1918426.741
7925.9,14932.4,11372.7,4264.8,8055.9,3637,1236.5,9242.3,11472.9,14484.9,1662985.854
8476.9,16603.5,8983.7,4319.9,8921.2,3655.1,1146,9053.8,30389.3,29451.8,1899510.32
7274.5,14041.2,9833.7,4068.1,7372.3,3236.9,1037.9,8263.2,5503.1,3633.1,1386723.182
6832.8,12889.1,8158.3,3036.2,8160.4,3067.4,1214.3,7941.5,6076,5863.3,1402545.847
7758.3,15081.8,9290,3367.5,8322.9,2746.2,1142.5,9129.4,18573.3,17996.2,1687966.688
5490.4,11725.1,8194.1,3250.3,6920.9,2770.5,1020.3,6732.1,5827.2,5587.8,1280736.262
6969.3,14534.4,9530.4,3629,8026,3593.2,1185.4,7743.2,5759,4873.7,1272324.707
6296.7,12872.7,9084.8,3232.2,8205,3140.5,949.4,7659.3,9780.7,6827.7,1581956.098
5744.8,12284.9,9041.3,3467.8,7228.8,2805.6,688.5,7331.9,8609,7507.6,1263984.889
6029.5,12500.7,9052.4,3442.3,6051.5,2314.4,837.2,7462.5,16076,18933.7,1528703.842
7248.2,13139.2,8664.2,3970.2,7539.9,2701,982.6,8495,5954.6,5217.2,1424776.158
5466.9,10727.9,7057.8,2807.6,7145.6,2686.8,561.7,7268.3,18080.2,16873.4,1540548.59
7512.4,11008.7,5637.8,3200.8,6716.1,2377.3,540.4,5999.7,35224,28052.5,1560283.199
6703.4,14899,9183.6,3277.4,7678.4,3483.1,1301.7,8269.2,16242.1,15479.9,1747771.858
6499.9,14966.4,9733,3838.1,8046.4,2934.8,899.4,8446.7,4719.6,4288.8,1582171.441
7716.5,11900.7,9198.2,3174.4,7030.1,2548.4,744.1,7518,9372.5,8323.9,1418589.171
6905.2,12586.4,9428.6,3468.4,8265.2,3378,884.9,7957.9,14922.8,13828.8,1475442.742
7311.1,13075,9122.4,3643.7,7942.1,2653.5,1104.5,8027.3,16076,14100.6,1627329.101
6807.7,13927.7,10992.6,4112.3,8697,3380.5,1369.6,8313.6,7047.7,7142.1,1623422.086
7037.1,13643.2,10911.6,4028.3,9031.9,3921.4,1323.8,8457.4,6925.2,7740,1642864.08
7449.7,14353.3,8726.9,3326.1,8605.7,2815.3,1011.2,8622.3,24465.2,23771.1,1888755.464
8617.5,17634.2,10584.2,3882.1,9144.5,3378.7,1213.3,9404.3,15991.1,9623.9,1772196.167
7674.1,13339.2,8879.1,3851,8318.4,3461.9,1008.4,9033.3,10730,12771,1708400.274
8168.8,17696,9400,4736.3,9299.3,3814.6,942.2,11008.6,4957.7,4712.3,1659282.927
6112.4,12530.9,9035.7,3341.4,8531.4,2800.2,847.5,7477.1,7885.2,6834.9,1389104.259
6736.9,14365.9,8036,3661.3,7461.8,2818.2,924.5,8066.6,14968.3,18148.1,1628176.414
8451,15827.5,10058.7,4102.5,8858.3,4060.1,1357.8,8676.4,6155.1,5706.9,1792621.07
7998,12726.6,10091.7,4078.2,8413.6,2975.7,1037.6,9058.2,20718.9,14851.4,1607819.903
6672.9,14218.3,8462.5,3545.3,7384,2877.9,1008.7,7708.6,10184,10164.4,1657209.727
6595,13817.2,9960.3,4038.1,7910.7,3640.7,949.2,8679.3,14686.5,14762,1774269.391
6584.3,12317.1,9258.3,3652.1,8511.8,2878,1111.2,7606.2,2968.8,2127.2,1307524.609
6441.2,11747.9,8257.2,3004,6967.9,2753.5,889.1,7040.4,11483.1,8985.2,1397431.707
5940.3,12113.5,7981.3,3328.6,5726,2350.5,687.9,7557,13713.3,12265.9,1552545.578
6590.9,12487.6,8802.7,3255.8,8924.1,3312.1,1125.9,7565.5,8239.2,10350.3,1569379.862
6920.5,13189.6,9335.3,3555.5,9093.9,3603.6,1087.2,8706.7,6755.4,5555.8,1471711.618
6844.1,13371.6,8995.5,3533.7,7111.4,2723.1,1187.3,7352.2,9510.2,6671.8,1395754.306
7616.1,12479.9,8854.4,3177.6,6740.6,3151.4,1047.1,7905,14087,12401.8,1531944.561
6986.8,12587,9339.6,4106.3,6781.4,3107.7,816.2,7333,21408.8,21466.2,1657443.356
5832.3,10519.6,7144.3,2487.3,6489.5,2409,915.3,6379.1,5041.2,4673.8,1186876.183
7384.4,11062.8,8803,3865.8,8611.8,3378.6,974.4,7705.6,34078,26122.4,1886141.48
6580.3,14106.6,8310.3,3648.1,8178.5,2804.9,873.3,7436,7521.1,5127.6,1501244.775
6926.7,13034.1,8307.3,3173.3,7599.4,2774.6,1058.6,7103.9,9114.3,6977.8,1468212.583
5357.4,11067,6156.1,2698.5,6409.2,2211.7,590.7,6432.7,14251,12227.4,1430452.547
7607.7,13977.8,10848.2,4171.3,9467.9,3627.4,1088.4,9587.8,7145.5,6854.5,1506174.282
7090.8,15497,9579.4,4302.1,8568.7,3363.6,1209.4,9307.1,9102,8369.3,1657325.357
5678.2,11996.1,7912.2,3350.4,7391.5,2865,668.5,7155.1,7319.5,6089.8,1353009.826
7395,15301.8,10837.3,4030,8394.6,3441.1,1177.3,8739.1,4981.9,5556.3,1461883.539
7231.9,15375.8,10583.9,3686.9,8075.1,3029.8,1097.4,8077.1,13693.7,12549.5,1596292.497
6492.7,14339.3,7881.7,3479.2,8168.9,3290.6,771.8,8471.3,15761.8,15874.5,1663294.077
6285.4,13403,8138,3021,7543.7,2937.1,1016,7380.2,7734.3,6343.7,1449780.697
6923.3,12855.6,8100.7,3362.8,8095.9,3005.3,972.6,7305.1,5204.9,4058.3,1327897.568
6981.2,13582.2,6923.8,3433.9,6684.6,2075.3,866,7542.4,9681.1,9981.4,1454364.172
6562.2,14083.4,8586.7,3792.6,7297.3,2519.8,873.6,8963.7,11923.2,12133.4,1574836.986
8173.4,14793.8,11599.6,4277.7,7457.2,3179.5,1253.2,9001.2,15663.1,12483.3,1591896.413
6916.3,14778.5,9853.9,3519.2,8103.6,3336.5,1377.6,8654.2,3948.6,6405,1216088.725
7165.6,15803.9,9176.4,3460.2,8140.8,2940.9,964.8,8789.3,13141.3,10668.8,1496341.812
6451.4,13056.1,7730.2,4192.5,6898.1,2798.2,799.3,7585.5,24253,23304.3,1702482.99
7487.5,15906.1,11026.4,4138.3,9265.4,3406.5,1190.5,8170.2,7922.6,5733.9,1784737.35
5831.8,13212.6,7443.2,2816,9046.9,3051.4,1027.2,7969.6,4983.8,4547.2,1404504.772
6232.1,12466.4,9740.9,3327.2,6445.9,2736.3,949.8,7236.5,5124.2,3835.8,1212041.875
6001,12532.6,8053.6,3073.6,6820.1,2440.3,908.8,7220.3,3754.8,2827.6,988365.4096
7426.1,12754.8,9145.9,4027.6,7917.5,2813.4,1140.3,7801.2,5070.8,4972,1462505.243
8025,14389.7,10202,3873.9,7644.4,2971.9,824,8189.5,20778,18227.5,1864180.405
6850.1,15395.3,9812,4226.8,9351.4,3461.8,1052.8,9523.1,9472.1,11719.9,1644549.101
5090.6,9295.3,6283.7,2549.1,5825,1970,538.1,5348.1,11534.3,10905.5,1237682.837
